Client_ID;Attrition_Flag;Customer_Age;Gender;Dependent_count;Education_Level;Marital_Status;Income_Category;Card_Category;Months_on_book;Total_Relationship_Count;Months_Inactive_12_mon;Contacts_Count_12_mon;Credit_Limit;Total_Revolving_Bal;Avg_Open_To_Buy;Total_Amt_Chng_Q4_Q1;Total_Trans_Amt;Total_Trans_Ct;Total_Ct_Chng_Q4_Q1;Avg_Utilization_Ratio;Is_Active;Years_on_book;Customer_Age_agg;Total_Trans_Amt_agg;Total_Trans_Ct_agg
771816408;Existing Customer;44;F;4;1. Uneducated;Married;1. < $40K;1. Blue;33;5;4;2;9671.0;704;8967.0;0.699;2955;66;0.941;0.073;1;(2, 3];(40, 45];(2500, 3000];(60, 70]
798158808;Existing Customer;53;F;1;2. College;Single;2. $40K - 60K;1. Blue;47;5;3;2;6605.0;1479;5126.0;0.739;2017;47;0.679;0.224;1;(3, 4];(50, 55];(2000, 2500];(40, 50]
788699808;Existing Customer;38;F;4;7. Unknown;Single;6. Unknown;1. Blue;14;4;1;2;4394.0;0;4394.0;0.889;1538;43;0.536;0.0;1;(1, 2];(35, 40];(1500, 2000];(40, 50]
708216108;Existing Customer;56;F;1;2. College;Married;2. $40K - 60K;1. Blue;44;5;1;4;4088.0;1557;2531.0;1.248;2250;39;0.857;0.381;1;(3, 4];(55, 75];(2000, 2500];(30, 40]
715074258;Existing Customer;26;F;0;4. Graduate;Single;2. $40K - 60K;1. Blue;36;5;3;3;3930.0;0;3930.0;0.758;2067;42;0.355;0.0;1;(2, 3];(25, 30];(2000, 2500];(40, 50]
717374358;Existing Customer;33;M;1;7. Unknown;Married;3. $60K - 80K;1. Blue;22;3;3;0;3637.0;1998;1639.0;1.412;2161;56;0.931;0.549;1;(1, 2];(30, 35];(2000, 2500];(50, 60]
720836808;Existing Customer;35;M;3;3. High School;Single;4. $80K - 120K;1. Blue;28;4;2;2;11521.0;1147;10374.0;1.023;2260;68;1.125;0.1;1;(2, 3];(30, 35];(2000, 2500];(60, 70]
818701383;Existing Customer;37;M;3;3. High School;Married;3. $60K - 80K;1. Blue;32;6;2;2;2253.0;1667;586.0;0.884;1641;45;0.667;0.74;1;(2, 3];(35, 40];(1500, 2000];(40, 50]
717277833;Existing Customer;27;F;1;4. Graduate;Single;6. Unknown;1. Blue;13;6;2;4;2339.0;2080;259.0;1.067;2294;45;0.452;0.889;1;(1, 2];(25, 30];(2000, 2500];(40, 50]
778137108;Existing Customer;43;M;4;3. High School;Single;4. $80K - 120K;1. Blue;37;6;1;2;30503.0;2517;27986.0;0.462;1860;47;0.306;0.083;1;(3, 4];(40, 45];(1500, 2000];(40, 50]
720973833;Existing Customer;49;M;2;4. Graduate;Divorced;3. $60K - 80K;1. Blue;36;5;3;2;4596.0;0;4596.0;0.93;2872;62;0.722;0.0;1;(2, 3];(45, 50];(2500, 3000];(60, 70]
768490458;Attrited Customer;49;M;2;1. Uneducated;Married;4. $80K - 120K;1. Blue;43;1;3;3;5701.0;2517;3184.0;0.716;961;32;0.524;0.442;0;(3, 4];(45, 50];(500, 1000];(30, 40]
751487358;Existing Customer;39;F;3;4. Graduate;Married;1. < $40K;1. Blue;32;5;6;3;3221.0;0;3221.0;0.678;1765;40;0.6;0.0;1;(2, 3];(35, 40];(1500, 2000];(30, 40]
712820208;Existing Customer;32;F;0;3. High School;Divorced;1. < $40K;1. Blue;36;5;2;4;2699.0;1609;1090.0;0.893;2141;56;0.806;0.596;1;(2, 3];(30, 35];(2000, 2500];(50, 60]
794649858;Existing Customer;58;F;1;1. Uneducated;Married;1. < $40K;1. Blue;39;3;3;3;2210.0;1624;586.0;0.627;1287;37;0.48;0.735;1;(3, 4];(55, 75];(1000, 1500];(30, 40]
755262933;Existing Customer;56;M;2;5. Post-Graduate;Married;3. $60K - 80K;1. Blue;49;5;3;4;1438.3;0;1438.3;0.77;1446;38;0.81;0.0;1;(4, 5];(55, 75];(1000, 1500];(30, 40]
709541433;Existing Customer;37;M;2;4. Graduate;Married;1. < $40K;1. Blue;36;3;3;4;2041.0;1687;354.0;0.677;1555;45;0.552;0.827;1;(2, 3];(35, 40];(1500, 2000];(40, 50]
820622433;Existing Customer;39;M;1;3. High School;Married;5. 120K+;1. Blue;34;4;2;2;3250.0;1698;1552.0;0.767;2006;58;0.568;0.522;1;(2, 3];(35, 40];(2000, 2500];(50, 60]
712586583;Existing Customer;26;F;0;4. Graduate;Single;2. $40K - 60K;1. Blue;13;6;3;4;1643.0;1101;542.0;0.713;2152;50;0.471;0.67;1;(1, 2];(25, 30];(2000, 2500];(40, 50]
709816158;Existing Customer;31;F;1;7. Unknown;Single;6. Unknown;2. Silver;36;4;3;2;34516.0;0;34516.0;0.791;2183;60;1.069;0.0;1;(2, 3];(30, 35];(2000, 2500];(50, 60]
767269908;Existing Customer;36;M;2;2. College;Married;5. 120K+;1. Blue;29;6;3;2;3158.0;0;3158.0;1.209;2973;63;0.969;0.0;1;(2, 3];(35, 40];(2500, 3000];(60, 70]
710927733;Existing Customer;39;M;1;7. Unknown;Married;4. $80K - 120K;1. Blue;36;6;2;3;2899.0;1999;900.0;0.832;1687;35;0.591;0.69;1;(2, 3];(35, 40];(1500, 2000];(30, 40]
711310908;Existing Customer;53;F;4;2. College;Married;1. < $40K;1. Blue;36;4;1;3;2972.0;2160;812.0;0.956;2552;62;0.676;0.727;1;(2, 3];(50, 55];(2500, 3000];(60, 70]
788862333;Existing Customer;38;F;3;1. Uneducated;Married;1. < $40K;1. Blue;23;6;2;2;5645.0;0;5645.0;1.05;1527;32;0.455;0.0;1;(1, 2];(35, 40];(1500, 2000];(30, 40]
713194608;Existing Customer;37;M;2;4. Graduate;Married;1. < $40K;1. Blue;36;6;3;2;2463.0;1751;712.0;0.854;2171;58;0.758;0.711;1;(2, 3];(35, 40];(2000, 2500];(50, 60]
793550958;Existing Customer;47;F;2;4. Graduate;Married;1. < $40K;1. Blue;41;5;3;4;1438.3;0;1438.3;0.8;1501;40;0.739;0.0;1;(3, 4];(45, 50];(1500, 2000];(30, 40]
712607583;Existing Customer;56;M;1;2. College;Divorced;4. $80K - 120K;1. Blue;36;3;3;3;34516.0;1477;33039.0;1.234;2395;50;0.724;0.043;1;(2, 3];(55, 75];(2000, 2500];(40, 50]
715241583;Existing Customer;34;M;3;3. High School;Married;5. 120K+;1. Blue;25;3;2;4;23959.0;2517;21442.0;0.926;1870;45;0.667;0.105;1;(2, 3];(30, 35];(1500, 2000];(40, 50]
710475408;Existing Customer;33;M;3;3. High School;Married;3. $60K - 80K;1. Blue;25;5;2;2;14918.0;2028;12890.0;1.342;2171;35;1.059;0.136;1;(2, 3];(30, 35];(2000, 2500];(30, 40]
708971583;Existing Customer;38;F;2;1. Uneducated;Single;1. < $40K;1. Blue;29;3;3;2;3590.0;1924;1666.0;0.573;1472;37;0.762;0.536;1;(2, 3];(35, 40];(1000, 1500];(30, 40]
827631483;Existing Customer;57;M;1;3. High School;Married;4. $80K - 120K;1. Blue;53;3;2;4;25058.0;1710;23348.0;0.613;2053;55;0.528;0.068;1;(4, 5];(55, 75];(2000, 2500];(50, 60]
712940508;Existing Customer;39;M;3;7. Unknown;Single;2. $40K - 60K;1. Blue;24;3;1;4;4562.0;1721;2841.0;0.896;1896;50;1.5;0.377;1;(1, 2];(35, 40];(1500, 2000];(40, 50]
789733008;Existing Customer;39;F;2;3. High School;Married;6. Unknown;1. Blue;27;6;2;2;10723.0;1529;9194.0;1.426;2938;63;0.703;0.143;1;(2, 3];(35, 40];(2500, 3000];(60, 70]
714703158;Existing Customer;39;F;2;3. High School;Married;1. < $40K;1. Blue;36;6;2;3;1578.0;760;818.0;0.709;2017;43;0.955;0.482;1;(2, 3];(35, 40];(2000, 2500];(40, 50]
710255208;Existing Customer;60;M;0;1. Uneducated;Married;1. < $40K;1. Blue;49;4;2;4;2094.0;1560;534.0;0.537;1969;41;0.367;0.745;1;(4, 5];(55, 75];(1500, 2000];(40, 50]
779236083;Existing Customer;37;F;3;3. High School;Married;1. < $40K;1. Blue;19;5;1;3;4138.0;0;4138.0;1.168;2420;50;0.613;0.0;1;(1, 2];(35, 40];(2000, 2500];(40, 50]
709452633;Existing Customer;56;F;4;3. High School;Single;1. < $40K;1. Blue;36;3;1;3;8881.0;2145;6736.0;0.705;2027;49;0.815;0.242;1;(2, 3];(55, 75];(2000, 2500];(40, 50]
788210583;Existing Customer;62;M;0;2. College;Married;2. $40K - 60K;1. Blue;54;3;3;4;1438.3;0;1438.3;0.795;1843;49;0.581;0.0;1;(4, 5];(55, 75];(1500, 2000];(40, 50]
717784983;Existing Customer;41;F;2;1. Uneducated;Married;1. < $40K;1. Blue;33;3;3;3;3893.0;1157;2736.0;1.169;1536;39;0.773;0.297;1;(2, 3];(40, 45];(1500, 2000];(30, 40]
786557358;Existing Customer;44;F;1;7. Unknown;Married;1. < $40K;1. Blue;38;5;2;4;3242.0;799;2443.0;0.459;1424;37;0.028;0.246;1;(3, 4];(40, 45];(1000, 1500];(30, 40]
768460908;Existing Customer;59;M;1;4. Graduate;Single;2. $40K - 60K;1. Blue;53;3;3;3;6035.0;1392;4643.0;0.361;1551;32;0.6;0.231;1;(4, 5];(55, 75];(1500, 2000];(30, 40]
718899708;Existing Customer;55;F;1;2. College;Married;6. Unknown;1. Blue;36;6;3;2;17642.0;1846;15796.0;0.72;2148;54;0.862;0.105;1;(2, 3];(50, 55];(2000, 2500];(50, 60]
714697533;Existing Customer;26;M;1;3. High School;Single;3. $60K - 80K;1. Blue;15;6;3;3;4327.0;0;4327.0;0.624;2344;48;0.297;0.0;1;(1, 2];(25, 30];(2000, 2500];(40, 50]
713067033;Existing Customer;37;M;2;1. Uneducated;Single;6. Unknown;1. Blue;28;5;3;3;7147.0;1424;5723.0;0.821;2539;50;1.273;0.199;1;(2, 3];(35, 40];(2500, 3000];(40, 50]
789314133;Existing Customer;37;M;1;3. High School;Married;3. $60K - 80K;1. Blue;27;6;3;3;10320.0;1799;8521.0;0.75;1754;45;0.5;0.174;1;(2, 3];(35, 40];(1500, 2000];(40, 50]
779521533;Existing Customer;53;M;2;3. High School;Married;5. 120K+;1. Blue;36;5;3;3;3329.0;1092;2237.0;1.466;1978;33;0.833;0.328;1;(2, 3];(50, 55];(1500, 2000];(30, 40]
716487408;Existing Customer;48;M;3;4. Graduate;Married;2. $40K - 60K;1. Blue;30;3;1;3;3235.0;2517;718.0;1.091;1637;43;0.87;0.778;1;(2, 3];(45, 50];(1500, 2000];(40, 50]
719338383;Existing Customer;34;M;2;3. High School;Married;5. 120K+;1. Blue;21;3;3;3;6259.0;1063;5196.0;0.668;1836;50;0.515;0.17;1;(1, 2];(30, 35];(1500, 2000];(40, 50]
787489083;Existing Customer;55;M;4;5. Post-Graduate;Married;4. $80K - 120K;1. Blue;43;6;2;4;21351.0;2517;18834.0;0.818;1887;32;0.882;0.118;1;(3, 4];(50, 55];(1500, 2000];(30, 40]
720747633;Existing Customer;32;M;1;7. Unknown;Married;2. $40K - 60K;1. Blue;36;3;2;4;8998.0;1471;7527.0;0.844;1931;48;0.371;0.163;1;(2, 3];(30, 35];(1500, 2000];(40, 50]
779480658;Existing Customer;58;F;4;4. Graduate;Married;6. Unknown;1. Blue;42;3;3;4;10247.0;1600;8647.0;0.63;1754;44;0.692;0.156;1;(3, 4];(55, 75];(1500, 2000];(40, 50]
711498258;Existing Customer;54;M;3;3. High School;Married;5. 120K+;1. Blue;42;6;3;2;20311.0;1655;18656.0;0.431;1266;34;0.308;0.081;1;(3, 4];(50, 55];(1000, 1500];(30, 40]
709316433;Existing Customer;52;M;2;3. High School;Single;3. $60K - 80K;2. Silver;33;6;1;4;33182.0;1997;31185.0;0.755;1630;43;0.87;0.06;1;(2, 3];(50, 55];(1500, 2000];(40, 50]
778734108;Existing Customer;36;M;3;1. Uneducated;Married;3. $60K - 80K;1. Blue;16;4;5;4;1686.0;1252;434.0;0.575;1758;42;1.1;0.743;1;(1, 2];(35, 40];(1500, 2000];(40, 50]
716773533;Existing Customer;33;M;3;4. Graduate;Married;3. $60K - 80K;1. Blue;36;5;1;3;1726.0;1215;511.0;1.175;1712;48;0.548;0.704;1;(2, 3];(30, 35];(1500, 2000];(40, 50]
822130683;Existing Customer;61;M;0;4. Graduate;Married;4. $80K - 120K;1. Blue;56;4;2;4;8420.0;1389;7031.0;0.522;1114;34;0.545;0.165;1;(4, 5];(55, 75];(1000, 1500];(30, 40]
717268458;Existing Customer;61;M;0;4. Graduate;Married;3. $60K - 80K;1. Blue;49;4;3;4;3352.0;1713;1639.0;0.657;1952;50;0.667;0.511;1;(4, 5];(55, 75];(1500, 2000];(40, 50]
827888433;Existing Customer;43;M;4;1. Uneducated;Single;2. $40K - 60K;1. Blue;39;5;2;2;6648.0;2242;4406.0;0.79;2089;60;0.579;0.337;1;(3, 4];(40, 45];(2000, 2500];(50, 60]
716522583;Existing Customer;48;F;3;2. College;Divorced;1. < $40K;1. Blue;36;4;3;3;2335.0;1845;490.0;0.537;1362;33;0.269;0.79;1;(2, 3];(45, 50];(1000, 1500];(30, 40]
789415983;Existing Customer;36;M;3;4. Graduate;Married;3. $60K - 80K;1. Blue;27;4;3;2;12397.0;1001;11396.0;0.756;1888;42;0.448;0.081;1;(2, 3];(35, 40];(1500, 2000];(40, 50]
719819958;Existing Customer;34;M;2;1. Uneducated;Married;2. $40K - 60K;1. Blue;26;5;1;4;1438.3;708;730.3;1.212;2243;43;0.483;0.492;1;(2, 3];(30, 35];(2000, 2500];(40, 50]
772353408;Existing Customer;43;F;5;7. Unknown;Single;2. $40K - 60K;1. Blue;33;4;3;4;5330.0;1161;4169.0;0.558;1441;43;0.387;0.218;1;(2, 3];(40, 45];(1000, 1500];(40, 50]
781131483;Existing Customer;55;M;2;3. High School;Married;4. $80K - 120K;1. Blue;47;3;1;4;5741.0;1894;3847.0;1.111;2170;51;0.962;0.33;1;(3, 4];(50, 55];(2000, 2500];(50, 60]
719101908;Existing Customer;51;F;1;4. Graduate;Married;6. Unknown;1. Blue;39;4;3;3;2002.0;1248;754.0;0.502;1585;40;0.905;0.623;1;(3, 4];(50, 55];(1500, 2000];(30, 40]
720521808;Existing Customer;38;M;1;4. Graduate;Single;4. $80K - 120K;1. Blue;19;6;3;2;25662.0;1515;24147.0;0.556;1484;36;0.636;0.059;1;(1, 2];(35, 40];(1000, 1500];(30, 40]
778855383;Existing Customer;36;F;5;3. High School;Married;1. < $40K;1. Blue;17;3;1;3;1438.3;0;1438.3;1.028;1975;40;0.6;0.0;1;(1, 2];(35, 40];(1500, 2000];(30, 40]
818926833;Existing Customer;34;F;3;2. College;Married;2. $40K - 60K;1. Blue;29;4;1;2;2000.0;0;2000.0;0.782;1944;42;0.75;0.0;1;(2, 3];(30, 35];(1500, 2000];(40, 50]
721217283;Existing Customer;27;M;0;4. Graduate;Single;5. 120K+;1. Blue;17;6;2;2;8713.0;1354;7359.0;0.558;2094;36;0.333;0.155;1;(1, 2];(25, 30];(2000, 2500];(30, 40]
771099183;Existing Customer;37;F;2;4. Graduate;Single;1. < $40K;1. Blue;24;5;2;3;8444.0;1945;6499.0;0.703;2497;74;0.609;0.23;1;(1, 2];(35, 40];(2000, 2500];(70, 80]
770241333;Existing Customer;49;F;4;4. Graduate;Divorced;1. < $40K;1. Blue;43;3;1;4;2228.0;1003;1225.0;1.119;2104;44;0.467;0.45;1;(3, 4];(45, 50];(2000, 2500];(40, 50]
772155108;Existing Customer;62;F;0;3. High School;Married;1. < $40K;1. Blue;51;6;3;4;1438.3;0;1438.3;0.702;1445;38;0.31;0.0;1;(4, 5];(55, 75];(1000, 1500];(30, 40]
815472108;Existing Customer;42;M;3;3. High School;Single;2. $40K - 60K;1. Blue;37;3;3;3;2247.0;1045;1202.0;0.952;1300;31;0.55;0.465;1;(3, 4];(40, 45];(1000, 1500];(30, 40]
769145733;Existing Customer;36;M;3;4. Graduate;Single;3. $60K - 80K;1. Blue;30;3;4;3;2789.0;1584;1205.0;0.996;2688;60;0.714;0.568;1;(2, 3];(35, 40];(2500, 3000];(50, 60]
783364233;Existing Customer;59;M;0;4. Graduate;Married;2. $40K - 60K;1. Blue;53;3;2;3;4241.0;0;4241.0;0.607;1798;45;0.731;0.0;1;(4, 5];(55, 75];(1500, 2000];(40, 50]
715640358;Existing Customer;43;M;3;3. High School;Single;2. $40K - 60K;1. Blue;36;6;3;3;4112.0;768;3344.0;0.413;1334;40;0.429;0.187;1;(2, 3];(40, 45];(1000, 1500];(30, 40]
713529858;Existing Customer;29;M;2;4. Graduate;Divorced;2. $40K - 60K;2. Silver;22;6;2;3;15578.0;1383;14195.0;0.794;2492;71;0.614;0.089;1;(1, 2];(25, 30];(2000, 2500];(70, 80]
715684308;Existing Customer;42;F;4;4. Graduate;Married;2. $40K - 60K;1. Blue;36;6;2;2;4008.0;1636;2372.0;0.637;1395;43;0.955;0.408;1;(2, 3];(40, 45];(1000, 1500];(40, 50]
709204158;Existing Customer;36;F;2;5. Post-Graduate;Single;1. < $40K;1. Blue;24;5;2;4;3438.0;1129;2309.0;0.605;2331;56;0.436;0.328;1;(1, 2];(35, 40];(2000, 2500];(50, 60]
716355783;Existing Customer;36;M;3;7. Unknown;Married;3. $60K - 80K;1. Blue;30;5;2;3;13080.0;0;13080.0;0.685;1999;44;0.571;0.0;1;(2, 3];(35, 40];(1500, 2000];(40, 50]
716793108;Existing Customer;26;M;0;2. College;Single;1. < $40K;1. Blue;36;4;1;2;1934.0;1070;864.0;0.448;2334;61;0.452;0.553;1;(2, 3];(25, 30];(2000, 2500];(60, 70]
714051033;Existing Customer;55;F;0;4. Graduate;Married;1. < $40K;1. Blue;36;6;2;4;3615.0;1699;1916.0;0.576;1967;40;0.538;0.47;1;(2, 3];(50, 55];(1500, 2000];(30, 40]
719139558;Existing Customer;26;M;0;1. Uneducated;Single;1. < $40K;1. Blue;36;4;3;4;2665.0;1567;1098.0;0.586;2514;64;0.455;0.588;1;(2, 3];(25, 30];(2500, 3000];(60, 70]
794632308;Existing Customer;40;M;4;4. Graduate;Married;3. $60K - 80K;2. Silver;25;5;3;2;28822.0;2517;26305.0;0.492;1504;35;0.296;0.087;1;(2, 3];(35, 40];(1500, 2000];(30, 40]
770662383;Existing Customer;38;M;2;4. Graduate;Single;2. $40K - 60K;1. Blue;24;6;3;2;14632.0;1158;13474.0;0.501;1399;36;0.5;0.079;1;(1, 2];(35, 40];(1000, 1500];(30, 40]
714787383;Existing Customer;32;F;0;2. College;Married;6. Unknown;1. Blue;36;5;3;3;6715.0;1314;5401.0;0.987;1731;41;0.519;0.196;1;(2, 3];(30, 35];(1500, 2000];(40, 50]
714700158;Existing Customer;53;M;2;7. Unknown;Married;3. $60K - 80K;1. Blue;46;3;2;3;6658.0;1761;4897.0;0.489;1309;40;0.6;0.264;1;(3, 4];(50, 55];(1000, 1500];(30, 40]
720497958;Existing Customer;29;M;1;4. Graduate;Married;4. $80K - 120K;1. Blue;14;5;3;2;14853.0;0;14853.0;1.025;1800;41;0.519;0.0;1;(1, 2];(25, 30];(1500, 2000];(40, 50]
720920058;Existing Customer;38;M;2;4. Graduate;Married;3. $60K - 80K;1. Blue;25;3;3;4;4800.0;1212;3588.0;1.254;2935;62;0.879;0.252;1;(2, 3];(35, 40];(2500, 3000];(60, 70]
710872233;Existing Customer;27;M;0;7. Unknown;Single;2. $40K - 60K;1. Blue;17;5;1;2;4610.0;0;4610.0;0.794;2280;49;0.4;0.0;1;(1, 2];(25, 30];(2000, 2500];(40, 50]
709855608;Existing Customer;46;F;4;3. High School;Married;1. < $40K;1. Blue;36;3;3;4;1438.3;981;457.3;0.663;1114;33;0.65;0.682;1;(2, 3];(45, 50];(1000, 1500];(30, 40]
815484783;Existing Customer;57;M;0;1. Uneducated;Single;3. $60K - 80K;1. Blue;42;6;4;3;8377.0;1211;7166.0;0.813;1797;44;1.2;0.145;1;(3, 4];(55, 75];(1500, 2000];(40, 50]
771602883;Existing Customer;42;M;3;3. High School;Single;4. $80K - 120K;1. Blue;30;4;5;4;4147.0;1719;2428.0;0.875;1776;44;0.571;0.415;1;(2, 3];(40, 45];(1500, 2000];(40, 50]
758408883;Existing Customer;37;F;1;4. Graduate;Unknown;2. $40K - 60K;1. Blue;30;5;3;4;13355.0;1631;11724.0;1.113;1921;37;0.85;0.122;1;(2, 3];(35, 40];(1500, 2000];(30, 40]
720917808;Existing Customer;35;M;2;3. High School;Single;2. $40K - 60K;1. Blue;36;5;3;4;2100.0;950;1150.0;0.764;2623;74;1.114;0.452;1;(2, 3];(30, 35];(2500, 3000];(70, 80]
812801958;Existing Customer;55;F;1;7. Unknown;Married;1. < $40K;1. Blue;50;5;3;4;3566.0;1401;2165.0;0.903;2425;54;0.8;0.393;1;(4, 5];(50, 55];(2000, 2500];(50, 60]
714997683;Existing Customer;56;F;4;4. Graduate;Married;6. Unknown;1. Blue;49;5;1;3;14915.0;1111;13804.0;0.846;1388;35;0.667;0.074;1;(4, 5];(55, 75];(1000, 1500];(30, 40]
709379283;Existing Customer;39;M;2;4. Graduate;Married;3. $60K - 80K;1. Blue;27;3;1;4;13003.0;0;13003.0;0.877;1697;40;1.105;0.0;1;(2, 3];(35, 40];(1500, 2000];(30, 40]
785328408;Existing Customer;37;F;4;4. Graduate;Married;1. < $40K;1. Blue;31;5;2;3;1758.0;1180;578.0;0.744;2013;41;0.367;0.671;1;(2, 3];(35, 40];(2000, 2500];(40, 50]
715528983;Existing Customer;46;M;5;1. Uneducated;Divorced;3. $60K - 80K;1. Blue;36;3;1;2;17196.0;1646;15550.0;0.542;1466;41;1.278;0.096;1;(2, 3];(45, 50];(1000, 1500];(40, 50]
720254883;Existing Customer;65;F;0;3. High School;Married;2. $40K - 60K;1. Blue;46;6;1;3;5877.0;1697;4180.0;1.058;2494;58;0.706;0.289;1;(3, 4];(55, 75];(2000, 2500];(50, 60]
811980858;Existing Customer;36;M;0;4. Graduate;Married;3. $60K - 80K;1. Blue;31;5;1;2;7667.0;0;7667.0;0.632;1501;35;0.667;0.0;1;(2, 3];(35, 40];(1500, 2000];(30, 40]
711330408;Existing Customer;35;F;2;2. College;Married;2. $40K - 60K;1. Blue;24;4;1;3;2939.0;1865;1074.0;0.932;2077;47;0.679;0.635;1;(1, 2];(30, 35];(2000, 2500];(40, 50]
710616183;Existing Customer;46;F;3;1. Uneducated;Single;6. Unknown;1. Blue;33;5;3;4;19995.0;0;19995.0;0.65;1879;34;0.7;0.0;1;(2, 3];(45, 50];(1500, 2000];(30, 40]
710798883;Existing Customer;52;M;3;4. Graduate;Single;3. $60K - 80K;1. Blue;44;4;2;4;3323.0;2310;1013.0;0.749;1599;47;0.808;0.695;1;(3, 4];(50, 55];(1500, 2000];(40, 50]
720511608;Existing Customer;38;F;0;4. Graduate;Married;6. Unknown;1. Blue;28;5;3;3;16049.0;799;15250.0;0.777;1989;33;0.571;0.05;1;(2, 3];(35, 40];(1500, 2000];(30, 40]
708913233;Existing Customer;37;M;1;3. High School;Married;2. $40K - 60K;1. Blue;28;3;4;2;3601.0;1236;2365.0;0.726;1802;34;0.478;0.343;1;(2, 3];(35, 40];(1500, 2000];(30, 40]
788038383;Existing Customer;33;F;3;4. Graduate;Married;1. < $40K;1. Blue;25;3;2;2;2307.0;1385;922.0;1.515;2440;48;0.846;0.6;1;(2, 3];(30, 35];(2000, 2500];(40, 50]
719905908;Existing Customer;59;M;1;1. Uneducated;Married;3. $60K - 80K;1. Blue;36;4;3;3;3742.0;1175;2567.0;0.514;1505;31;0.824;0.314;1;(2, 3];(55, 75];(1500, 2000];(30, 40]
807044958;Existing Customer;34;M;3;3. High School;Married;2. $40K - 60K;1. Blue;29;6;3;3;2937.0;869;2068.0;1.493;2171;45;0.875;0.296;1;(2, 3];(30, 35];(2000, 2500];(40, 50]
719514783;Existing Customer;39;F;3;5. Post-Graduate;Unknown;6. Unknown;1. Blue;26;6;1;4;3209.0;2517;692.0;0.431;1292;37;0.762;0.784;1;(2, 3];(35, 40];(1000, 1500];(30, 40]
779138883;Existing Customer;50;M;1;4. Graduate;Married;3. $60K - 80K;1. Blue;34;6;3;4;4702.0;0;4702.0;0.578;1673;44;0.257;0.0;1;(2, 3];(45, 50];(1500, 2000];(40, 50]
708173433;Existing Customer;26;F;1;7. Unknown;Single;2. $40K - 60K;1. Blue;14;4;2;4;5645.0;2324;3321.0;0.655;2482;57;0.727;0.412;1;(1, 2];(25, 30];(2000, 2500];(50, 60]
778401033;Existing Customer;32;M;0;3. High School;Married;3. $60K - 80K;1. Blue;13;3;3;4;14308.0;1889;12419.0;1.053;1659;39;1.167;0.132;1;(1, 2];(30, 35];(1500, 2000];(30, 40]
818375733;Attrited Customer;51;F;2;2. College;Married;2. $40K - 60K;1. Blue;46;3;1;3;4882.0;695;4187.0;0.508;1544;44;0.517;0.142;0;(3, 4];(50, 55];(1500, 2000];(40, 50]
711048783;Existing Customer;41;M;4;6. Doctorate;Married;4. $80K - 120K;1. Blue;29;3;3;3;33405.0;0;33405.0;0.535;1345;34;0.619;0.0;1;(2, 3];(40, 45];(1000, 1500];(30, 40]
721415658;Existing Customer;39;F;1;4. Graduate;Married;2. $40K - 60K;1. Blue;27;3;1;2;2700.0;2220;480.0;1.595;2901;59;1.36;0.822;1;(2, 3];(35, 40];(2500, 3000];(50, 60]
718563483;Existing Customer;30;M;2;7. Unknown;Divorced;5. 120K+;1. Blue;14;3;2;3;1548.0;0;1548.0;0.828;2611;64;0.455;0.0;1;(1, 2];(25, 30];(2500, 3000];(60, 70]
717128283;Existing Customer;40;F;3;3. High School;Unknown;1. < $40K;1. Blue;36;5;2;2;5525.0;2409;3116.0;0.929;2305;33;0.941;0.436;1;(2, 3];(35, 40];(2000, 2500];(30, 40]
718068933;Existing Customer;36;F;3;1. Uneducated;Single;1. < $40K;1. Blue;36;5;2;4;5750.0;1521;4229.0;0.837;2155;61;0.605;0.265;1;(2, 3];(35, 40];(2000, 2500];(60, 70]
718623783;Existing Customer;56;M;2;2. College;Married;5. 120K+;1. Blue;36;6;3;2;27157.0;1547;25610.0;0.487;1535;38;0.267;0.057;1;(2, 3];(55, 75];(1500, 2000];(30, 40]
716565258;Existing Customer;37;M;3;6. Doctorate;Single;4. $80K - 120K;1. Blue;36;5;2;4;12830.0;0;12830.0;0.774;2526;54;0.588;0.0;1;(2, 3];(35, 40];(2500, 3000];(50, 60]
712505658;Existing Customer;51;F;4;7. Unknown;Single;1. < $40K;1. Blue;41;3;1;3;5530.0;1999;3531.0;1.018;1766;45;0.667;0.361;1;(3, 4];(50, 55];(1500, 2000];(40, 50]
792565908;Existing Customer;36;F;2;1. Uneducated;Single;1. < $40K;1. Blue;30;6;2;3;2684.0;1474;1210.0;1.042;2346;51;1.04;0.549;1;(2, 3];(35, 40];(2000, 2500];(50, 60]
709267308;Existing Customer;62;M;1;4. Graduate;Married;4. $80K - 120K;1. Blue;49;3;1;2;2437.0;1400;1037.0;0.779;1651;32;1.0;0.574;1;(4, 5];(55, 75];(1500, 2000];(30, 40]
710035008;Existing Customer;31;F;0;1. Uneducated;Single;1. < $40K;1. Blue;24;3;2;4;3827.0;1397;2430.0;0.88;2491;64;1.0;0.365;1;(1, 2];(30, 35];(2000, 2500];(60, 70]
790082508;Existing Customer;42;M;4;3. High School;Single;5. 120K+;1. Blue;35;5;2;2;34516.0;1658;32858.0;1.095;2935;65;0.711;0.048;1;(2, 3];(40, 45];(2500, 3000];(60, 70]
716866308;Existing Customer;38;M;2;3. High School;Married;3. $60K - 80K;1. Blue;33;6;3;4;5940.0;1101;4839.0;0.942;1872;34;1.125;0.185;1;(2, 3];(35, 40];(1500, 2000];(30, 40]
